-31.9811686200,115.8158827780
-31.9811292420,115.8158827890
-31.9810938150,115.8158837120
-31.9810589150,115.8158851800
-31.9810239750,115.8158850510
-31.9809885840,115.8158861670
-31.9809553330,115.8158837040
-31.9809208380,115.8158796230
-31.9808867200,115.8158774780
-31.9808509800,115.8158740300
-31.9808159100,115.8158719330
-31.9807796050,115.8158736930
-31.9807520190,115.8158945460
-31.9807369180,115.8159266570
-31.9807311830,115.8159661980
-31.9807375260,115.8159921820
